1343			25			7				7				0			0
7			25			7				7				0			0
1337			27			6				5				0			0
49			27			6				5				0			0
349			27			6				5				0			0
82			25			6				7				0			0
786			25			6				7				0			0
0			27			7				5				0			0
349			27			6				5				0			0
103			25			6				7				0			0
1343			25			7				7				0			0
1350			0			16				32				0			0
1366			0			16				32				0			0
1382			0			16				32				0			0
1398			0			16				32				0			0
1414			16			8				16				0			0
1422			16			8				16				0			0
1430			1			16				31				0			0
1446			0			16				32				0			0
1462			1			16				31				0			0
1478			25			7				7				0			0
82			25			6				7				0			0
109			27			6				5				0			0
1485			25			12				7				0			0
1497			25			7				7				0			0
0			27			7				5				0			0
49			27			6				5				0			0
49			27			6				5				0			0
109			27			6				5				0			0
49			27			6				5				0			0
303			25			7				7				0			0
14			27			6				5				0			0
283			25			6				7				0			0
1337			27			6				5				0			0
837			27			6				5				0			0
0			27			7				5				0			0
7			25			7				7				0			0
14			27			6				5				0			0
20			25			13				7				0			0
33			25			7				7				0			0
40			25			2				7				0			0
14			27			6				5				0			0
0			27			7				5				0			0
42			27			7				5				0			0
0			27			7				5				0			0
49			27			6				5				0			0
55			25			7				7				0			0
62			27			13				5				0			0
14			27			6				5				0			0
49			27			6				5				0			0
75			25			7				7				0			0
82			25			6				7				0			0
88			26			2				6				0			0
90			25			6				7				0			0
14			27			6				5				0			0
96			25			7				7				0			0
103			25			6				7				0			0
14			27			6				5				0			0
40			25			2				7				0			0
14			27			6				5				0			0
90			25			6				7				0			0
109			27			6				5				0			0
49			27			6				5				0			0
1504			16			16				16				0			0
1520			16			16				16				0			0
1536			0			16				32				0			0
1552			0			16				32				0			0
1414			16			8				16				0			0
1568			16			16				16				0			0
1584			16			16				16				0			0
115			16			16				16				0			0
131			16			16				16				0			0
147			16			16				16				0			0
163			16			16				16				0			0
179			16			16				16				0			0
195			16			16				16				0			0
211			0			16				32				0			0
227			0			16				32				0			0
243			16			8				16				0			0
251			16			16				16				0			0
267			16			16				16				0			0
1600			25			7				7				0			0
1324			26			13				6				0			0
40			25			2				7				0			0
14			27			6				5				0			0
96			25			7				7				0			0
103			25			6				7				0			0
14			27			6				5				0			0
40			25			2				7				0			0
14			27			6				5				0			0
310			25			7				7				0			0
824			27			6				5				0			0
1324			26			13				6				0			0
109			27			6				5				0			0
49			27			6				5				0			0
55			25			7				7				0			0
14			27			6				5				0			0
283			25			6				7				0			0
96			25			7				7				0			0
103			25			6				7				0			0
14			27			6				5				0			0
40			25			2				7				0			0
14			27			6				5				0			0
90			25			6				7				0			0
109			27			6				5				0			0
49			27			6				5				0			0
289			25			7				7				0			0
296			27			7				5				0			0
14			27			6				5				0			0
303			25			7				7				0			0
0			27			7				5				0			0
49			27			6				5				0			0
310			25			7				7				0			0
14			27			6				5				0			0
317			25			13				7				0			0
82			25			6				7				0			0
330			25			13				7				0			0
343			25			6				7				0			0
14			27			6				5				0			0
349			27			6				5				0			0
90			25			6				7				0			0
1607			0			32				32				0			0
1639			0			32				32				0			0
1671			16			16				16				0			0
1687			16			16				16				0			0
1703			16			8				16				0			0
1414			16			8				16				0			0
355			16			16				16				0			0
371			16			16				16				0			0
387			0			16				32				0			0
403			0			16				32				0			0
419			0			24				32				0			0
443			0			24				32				0			0
467			16			16				16				0			0
483			16			16				16				0			0
499			16			16				16				0			0
515			16			16				16				0			0
531			16			8				16				0			0
539			16			8				16				0			0
547			16			8				16				0			0
555			0			224				32				0			0


